,raw,clean,lemmas,color,gender
216,"SwissFire 205SM005 Analog Watch  - For Boys, Men",swissfire 205sm005 analog watch   for boys men,swissfire 205sm005 analog watch for boy men,[],['boy']
217,"A Avon PK_741 Analog Watch  - For Men, Boys",a avon pk741 analog watch   for men boys,a avon pk741 analog watch for men boy,[],['boy']
218,Carl 3346-1-Cheetablue Boots,carl 33461cheetablue boots,carl 33461cheetablue boot,[],[]
219,Logues LGSWATCH61003PP DIGI YELLOW Sports Analog-Digital Watch  - For Boys,logues lgswatch61003pp digi yellow sports analogdigital watch   for boys,logues lgswatch61003pp digi yellow sport analogdigital watch for boy,['yellow'],['boy']
220,Swag 670014 Analog Watch  - For Boys,swag 670014 analog watch   for boys,swag 670014 analog watch for boy,[],['boy']
221,"Zoop C3030PP05 Analog Watch  - For Boys, Girls",zoop c3030pp05 analog watch   for boys girls,zoop c3030pp05 analog watch for boy girl,[],"['girl', 'boy']"
222,20Dresses Brown Shiver Me Timbers Boots,20dresses brown shiver me timbers boots,20dresses brown shiver me timber boot,['brown'],[]
223,"ezyPRNT ""RH"" Golf Ball -   Size: 4.26 cm,  Diameter: 4.26 cm",ezyprnt rh golf ball    size 426 cm  diameter 426 cm,ezyprnt rh golf ball size 426 cm diameter 426 cm,[],[]
224,"ezyPRNT ""BC"" Golf Ball -   Size: 4,  Diameter: 4.26 cm",ezyprnt bc golf ball    size 4  diameter 426 cm,ezyprnt bc golf ball size 4 diameter 426 cm,[],[]
225,"ezyPRNT ""OL"" Golf Ball -   Size: 4.26 cm,  Diameter: 4.26 cm",ezyprnt ol golf ball    size 426 cm  diameter 426 cm,ezyprnt ol golf ball size 426 cm diameter 426 cm,[],[]
226,"ezyPRNT ""CV"" Golf Ball -   Size: 4,  Diameter: 4.26 cm",ezyprnt cv golf ball    size 4  diameter 426 cm,ezyprnt cv golf ball size 4 diameter 426 cm,[],[]
227,Traditions Printed Protective Men's Gloves,traditions printed protective mens gloves,tradition printed protective men glove,[],[]
228,First Choice Cotton Embroidered Diwan Set,first choice cotton embroidered diwan set,first choice cotton embroidered diwan set,[],[]
229,Eccellente Solid Hip Hop Cap,eccellente solid hip hop cap,eccellente solid hip hop cap,[],[]
230,Nechams Resin Magnetic Magnetic Melamine Small Whiteboards,nechams resin magnetic magnetic melamine small whiteboards,nechams resin magnetic magnetic melamine small whiteboards,[],[]
231,JASPO Thunder Intact Superior Senior Skates Combo (skates+helmet+knee+elbow+bag)suitable for age upto 6 to 14 years Skating Kit,jaspo thunder intact superior senior skates combo skateshelmetkneeelbowbagsuitable for age upto 6 to 14 years skating kit,jaspo thunder intact superior senior skate combo skateshelmetkneeelbowbagsuitable for age upto 6 to 14 year skating kit,[],[]
232,Masaba for Magic fairy Girl's Layered Pink Dress,masaba for magic fairy girls layered pink dress,masaba for magic fairy girl layered pink dress,['pink'],['girl']
233,Momin Libas AK2414 Kashibo Solid Abaya No,momin libas ak2414 kashibo solid abaya no,momin libas ak2414 kashibo solid abaya no,[],[]
234,ACM Pouch for Swipe Elite Plus,acm pouch for swipe elite plus,acm pouch for swipe elite plus,[],[]
235,A R ENTERPRISES musical wlking cow,a r enterprises musical wlking cow,a r enterprise musical wlking cow,[],[]
236,SANTOSH ROYAL FASHION Cotton Embroidered Diwan Set,santosh royal fashion cotton embroidered diwan set,santosh royal fashion cotton embroidered diwan set,[],[]
237,ShoeBuzz Casuals,shoebuzz casuals,shoebuzz casuals,[],[]
238,Zed Loafers,zed loafers,zed loafer,[],[]
239,House This Queen Cotton Duvet Cover,house this queen cotton duvet cover,house this queen cotton duvet cover,[],[]
240,ACM Pouch for Intex Aqua Lions 3g,acm pouch for intex aqua lions 3g,acm pouch for intex aqua lion 3g,['aqua'],[]
241,womaniya Alloy Bracelet,womaniya alloy bracelet,womaniya alloy bracelet,[],[]
242,Taj Pearl Alloy Cuff,taj pearl alloy cuff,taj pearl alloy cuff,[],[]
243,JASPO Saphire Dual Shoe Skates Combo Size 5 Skating Kit,jaspo saphire dual shoe skates combo size 5 skating kit,jaspo saphire dual shoe skate combo size 5 skating kit,[],[]
244,Bento Musical Teddy Bear,bento musical teddy bear,bento musical teddy bear,[],[]
245,Wake Up Competition Full Sleeve Striped Men's Sweatshirt,wake up competition full sleeve striped mens sweatshirt,wake up competition full sleeve striped men sweatshirt,[],[]
246,Cellbazaar Blackberry 8520 WHITE LCD LCD,cellbazaar blackberry 8520 white lcd lcd,cellbazaar blackberry 8520 white lcd lcd,['white'],[]
247,Dressberry Gold Synthetic  Clutch,dressberry gold synthetic  clutch,dressberry gold synthetic clutch,['gold'],[]
248,Mast & Harbour Black Synthetic  Clutch,mast  harbour black synthetic  clutch,mast harbour black synthetic clutch,['black'],[]
249,JQR JQR Sports Shoes Running Shoes,jqr jqr sports shoes running shoes,jqr jqr sport shoe running shoe,[],[]
250,Sisel Printed Poly Cotton Women's Stole,sisel printed poly cotton womens stole,sisel printed poly cotton woman stole,[],['woman']
251,"Knight Ace Kraasa Sports Running Shoes, Cycling Shoes, Walking Shoes",knight ace kraasa sports running shoes cycling shoes walking shoes,knight ace kraasa sport running shoe cycling shoe walking shoe,[],[]
252,"Great Art Floral Print Wool, Viscose, 20% Kashmiri wool, 50% Cashmilon and 30% Wool ruffle yarn Women's Stole",great art floral print wool viscose 20 kashmiri wool 50 cashmilon and 30 wool ruffle yarn womens stole,great art floral print wool viscose 20 kashmiri wool 50 cashmilon and 30 wool ruffle yarn woman stole,[],['woman']
253,Indistar Self Design Viscose Women's Stole,indistar self design viscose womens stole,indistar self design viscose woman stole,[],['woman']
254,Glacier Running Shoes,glacier running shoes,glacier running shoe,[],[]
255,Dressberry Black Synthetic  Clutch,dressberry black synthetic  clutch,dressberry black synthetic clutch,['black'],[]
256,Zoe Marciano Blue Heavy-duty satin wong fabric  Clutch,zoe marciano blue heavyduty satin wong fabric  clutch,zoe marciano blue heavyduty satin wong fabric clutch,['blue'],[]
257,Asics Gel-Cumulus 17 Running Shoes,asics gelcumulus 17 running shoes,asics gelcumulus 17 running shoe,[],[]
258,Mast & Harbour Gold Synthetic  Clutch,mast  harbour gold synthetic  clutch,mast harbour gold synthetic clutch,['gold'],[]
259,Asics Gel-Kayano 22 Running Shoes,asics gelkayano 22 running shoes,asics gelkayano 22 running shoe,[],[]
260,Dressberry Orange Synthetic  Clutch,dressberry orange synthetic  clutch,dressberry orange synthetic clutch,['orange'],[]
261,Dressberry Green Synthetic  Clutch,dressberry green synthetic  clutch,dressberry green synthetic clutch,['green'],[]
262,Escan Lace Up,escan lace up,escan lace up,[],[]
263,Nine Maternity Wear Women's Fit and Flare Dress,nine maternity wear womens fit and flare dress,nine maternity wear woman fit and flare dress,[],['woman']
264,"Kleio Festive, Party, Casual Blue PU  Clutch",kleio festive party casual blue pu  clutch,kleio festive party casual blue pu clutch,['blue'],[]
265,Skipper Blends Aqua Striped Eyelet Window Curtain,skipper blends aqua striped eyelet window curtain,skipper blend aqua striped eyelet window curtain,['aqua'],[]
266,Mizuno Lightweight Hoody Solid Men's Wind Cheater,mizuno lightweight hoody solid mens wind cheater,mizuno lightweight hoody solid men wind cheater,[],[]
267,"Turbo MSE TEST LITE Batting Gloves (Men, White, Orange)",turbo mse test lite batting gloves men white orange,turbo mse test lite batting glove men white orange,"['orange', 'white']",[]
268,"Turbo LEAGUE Batting Gloves (Men, White, Blue)",turbo league batting gloves men white blue,turbo league batting glove men white blue,"['white', 'blue']",[]
269,Stamin Mass Gainers,stamin mass gainers,stamin mass gainer,[],[]
270,Pure Source Psi-As-Hanggnrlx Relaxing Liquid Air Freshener,pure source psiashanggnrlx relaxing liquid air freshener,pure source psiashanggnrlx relaxing liquid air freshener,[],[]
271,Svt Ada Collections Formal Full Sleeve Checkered Women's Top,svt ada collections formal full sleeve checkered womens top,svt ada collection formal full sleeve checkered woman top,[],['woman']
272,Svt Ada Collections Party 3/4 Sleeve Checkered Women's Top,svt ada collections party 34 sleeve checkered womens top,svt ada collection party 34 sleeve checkered woman top,[],['woman']
273,Svt Ada Collections Casual Full Sleeve Checkered Women's Top,svt ada collections casual full sleeve checkered womens top,svt ada collection casual full sleeve checkered woman top,[],['woman']
274,"Asian Gems & Jewels 5 Dhaatu Metal, Alloy Opal Ring",asian gems  jewels 5 dhaatu metal alloy opal ring,asian gem jewel 5 dhaatu metal alloy opal ring,[],[]
275,"Asian Gems & Jewels 5 Dhaatu Metal, Alloy Amethyst Ring",asian gems  jewels 5 dhaatu metal alloy amethyst ring,asian gem jewel 5 dhaatu metal alloy amethyst ring,[],[]
276,Kings Multicolor Tassels,kings multicolor tassels,king multicolor tassel,[],[]
277,Avsar Sachi Gold Diamond 18 K Ring,avsar sachi gold diamond 18 k ring,avsar sachi gold diamond 18 k ring,['gold'],[]
278,Peppermint Blues Casual Sleeveless Printed Women's Top,peppermint blues casual sleeveless printed womens top,peppermint blue casual sleeveless printed woman top,['blue'],['woman']
279,Nishtaa Yellow Gold 22 K Ring,nishtaa yellow gold 22 k ring,nishtaa yellow gold 22 k ring,"['yellow', 'gold']",[]
280,Xpert Schoolboys Blk Lace Up Shoes,xpert schoolboys blk lace up shoes,xpert schoolboy blk lace up shoe,[],[]
281,Just In Time Fashions Women's A-line Dress,just in time fashions womens aline dress,just in time fashion woman aline dress,[],['woman']
282,Yepme Women's Gathered Dress,yepme womens gathered dress,yepme woman gathered dress,[],['woman']
283,Van Heusen Men's Printed Party Shirt,van heusen mens printed party shirt,van heusen men printed party shirt,[],[]
284,Eshoppee Laughing Buddha For Success And Wealth Showpiece  -  12 cm,eshoppee laughing buddha for success and wealth showpiece    12 cm,eshoppee laughing buddha for success and wealth showpiece 12 cm,[],[]
285,Karatcraft Triniya Promise Gold Diamond 18 K Ring,karatcraft triniya promise gold diamond 18 k ring,karatcraft triniya promise gold diamond 18 k ring,['gold'],[]
286,Mykraft Girl's A-line Dress,mykraft girls aline dress,mykraft girl aline dress,[],['girl']
287,The Cranberry Club Girl's Gathered Dress,the cranberry club girls gathered dress,the cranberry club girl gathered dress,[],['girl']
288,Fashion Tree Men's Solid Formal Shirt,fashion tree mens solid formal shirt,fashion tree men solid formal shirt,[],[]
289,Peter England Men's Solid Formal Shirt,peter england mens solid formal shirt,peter england men solid formal shirt,[],[]
290,Gee & Bee Casual Printed Women's Kurti,gee  bee casual printed womens kurti,gee bee casual printed woman kurti,[],['woman']
291,Dumdaar.Com Casual Short Sleeve Self Design Women's Top,dumdaarcom casual short sleeve self design womens top,dumdaarcom casual short sleeve self design woman top,[],['woman']
292,"F&S Casual, Party Short Sleeve Self Design Women's Top",fs casual party short sleeve self design womens top,f casual party short sleeve self design woman top,[],['woman']
293,Oviya Casual Sleeveless Self Design Women's Top,oviya casual sleeveless self design womens top,oviya casual sleeveless self design woman top,[],['woman']
294,The Clove Casual 3/4 Sleeve Self Design Women's Top,the clove casual 34 sleeve self design womens top,the clove casual 34 sleeve self design woman top,[],['woman']
295,The Vanca Formal Full Sleeve Self Design Women's Top,the vanca formal full sleeve self design womens top,the vanca formal full sleeve self design woman top,[],['woman']
296,Fantasy Ika Casual Short Sleeve Solid Women's Top,fantasy ika casual short sleeve solid womens top,fantasy ika casual short sleeve solid woman top,[],['woman']
297,Fantasy Ika Casual 3/4 Sleeve Self Design Women's Top,fantasy ika casual 34 sleeve self design womens top,fantasy ika casual 34 sleeve self design woman top,[],['woman']
298,Ausy Casual Short Sleeve Floral Print Women's Top,ausy casual short sleeve floral print womens top,ausy casual short sleeve floral print woman top,[],['woman']
299,Ausy Casual Short Sleeve Printed Women's Top,ausy casual short sleeve printed womens top,ausy casual short sleeve printed woman top,[],['woman']
300,WearYourShine by PCJ The Joe Gold Diamond 18 K Ring,wearyourshine by pcj the joe gold diamond 18 k ring,wearyourshine by pcj the joe gold diamond 18 k ring,['gold'],[]
301,Shilpkala Casual Short Sleeve Printed Women's Top,shilpkala casual short sleeve printed womens top,shilpkala casual short sleeve printed woman top,[],['woman']
302,Shilpkala Casual Sleeveless Solid Women's Top,shilpkala casual sleeveless solid womens top,shilpkala casual sleeveless solid woman top,[],['woman']
303,Shilpkala Casual Cape Sleeve Printed Women's Top,shilpkala casual cape sleeve printed womens top,shilpkala casual cape sleeve printed woman top,[],['woman']
304,Shilpkala Casual Bell Sleeve Printed Women's Top,shilpkala casual bell sleeve printed womens top,shilpkala casual bell sleeve printed woman top,[],['woman']
305,Shilpkala Casual Sleeveless Printed Women's Top,shilpkala casual sleeveless printed womens top,shilpkala casual sleeveless printed woman top,[],['woman']
306,Shilpkala Casual Sleeveless Embellished Women's Top,shilpkala casual sleeveless embellished womens top,shilpkala casual sleeveless embellished woman top,[],['woman']
307,Shilpkala Casual Sleeveless Self Design Women's Top,shilpkala casual sleeveless self design womens top,shilpkala casual sleeveless self design woman top,[],['woman']
308,BlueStone The Juliette Yellow Gold Diamond 18 K Ring,bluestone the juliette yellow gold diamond 18 k ring,bluestone the juliette yellow gold diamond 18 k ring,"['yellow', 'gold']",[]
309,Karatcraft Om Gold Diamond 18 K Ring,karatcraft om gold diamond 18 k ring,karatcraft om gold diamond 18 k ring,['gold'],[]
310,Karatcraft Dulce Gold Diamond 18 K Ring,karatcraft dulce gold diamond 18 k ring,karatcraft dulce gold diamond 18 k ring,['gold'],[]
311,"Soie Casual, Festive, Formal, Lounge Wear, Party Sleeveless Embellished, Solid Women's Top",soie casual festive formal lounge wear party sleeveless embellished solid womens top,soie casual festive formal lounge wear party sleeveless embellished solid woman top,[],['woman']
312,Aaliya Casual Sleeveless Embellished Women's Top,aaliya casual sleeveless embellished womens top,aaliya casual sleeveless embellished woman top,[],['woman']
313,Karatcraft Robini Emerald Gold Diamond 18 K Ring,karatcraft robini emerald gold diamond 18 k ring,karatcraft robini emerald gold diamond 18 k ring,['gold'],[]
314,"@499 Casual, Festive, Formal, Lounge Wear, Party Sleeveless Embellished Women's Top",499 casual festive formal lounge wear party sleeveless embellished womens top,499 casual festive formal lounge wear party sleeveless embellished woman top,[],['woman']
315,Lee Mark Men's Solid Formal Shirt,lee mark mens solid formal shirt,lee mark men solid formal shirt,[],[]
316,Kairaa Lounge Wear Sleeveless Embellished Women's Top,kairaa lounge wear sleeveless embellished womens top,kairaa lounge wear sleeveless embellished woman top,[],['woman']
317,Soie Casual Sleeveless Solid Women's Top,soie casual sleeveless solid womens top,soie casual sleeveless solid woman top,[],['woman']
318,Hichkii Casual Cape Sleeve Embroidered Women's Top,hichkii casual cape sleeve embroidered womens top,hichkii casual cape sleeve embroidered woman top,[],['woman']
319,"Soie Casual, Festive, Formal, Lounge Wear, Party Sleeveless Solid Women's Top",soie casual festive formal lounge wear party sleeveless solid womens top,soie casual festive formal lounge wear party sleeveless solid woman top,[],['woman']
320,Clara Certified Katela 8.3 cts or 9.25 ratti Zoya Sterling Silver Amethyst Ring,clara certified katela 83 cts or 925 ratti zoya sterling silver amethyst ring,clara certified katela 83 ct or 925 ratti zoya sterling silver amethyst ring,['silver'],[]
321,Clara Certified Katela 6.5 cts or 7.25 ratti Elegant Sterling Silver Amethyst Ring,clara certified katela 65 cts or 725 ratti elegant sterling silver amethyst ring,clara certified katela 65 ct or 725 ratti elegant sterling silver amethyst ring,['silver'],[]
