,Unnamed: 0,raw,clean,lemmas,color,gender,keywords,topic_number,new_topics,topic_label
158,158,Now SP-ETHNIC Analog Watch  - For Boys,now spethnic analog watch   for boys,now spethnic analog watch for boy,[],['boy'],boy analog watch spethnic analog ,71,21,watches
159,159,"Disney MSFR190-01B Analog Watch  - For Boys, Girls",disney msfr19001b analog watch   for boys girls,disney msfr19001b analog watch for boy girl,[],"['girl', 'boy']",boy girl analog watch disney ,161,21,watches
160,160,Get Glamr Designer Yuvu Boots,get glamr designer yuvu boots,get glamr designer yuvu boot,[],[],designer yuvu glamr designer yuvu boot ,21,6,footwear
161,161,Remson India Boots,remson india boots,remson india boot,[],[],remson india boot remson india ,21,6,footwear
162,162,Jacques Farel KWD2324 Analog Watch  - For Boys,jacques farel kwd2324 analog watch   for boys,jacques farel kwd2324 analog watch for boy,[],['boy'],jacques analog watch jacques farel ,24,4,watch
163,163,Salt N Pepper 13-455 Pisa Black Boots,salt n pepper 13455 pisa black boots,salt n pepper 13455 pisa black boot,['black'],[],salt black boot pisa black ,21,6,footwear
164,164,"Oxter Chrono Blue Italia Analog Watch  - For Men, Boys",oxter chrono blue italia analog watch   for men boys,oxter chrono blue italia analog watch for men boy,['blue'],['boy'],chrono blue men boy oxter chrono ,144,21,watches
165,165,Klaur Melbourne Boots,klaur melbourne boots,klaur melbourne boot,[],[],klaur melbourne boot klaur melbourne ,-1,-1,unknown
166,166,"Positif Pfbk612 Analog Watch  - For Men, Boys",positif pfbk612 analog watch   for men boys,positif pfbk612 analog watch for men boy,[],['boy'],men boy analog watch positif ,139,21,watches
167,167,"D'SIGNER 688RGM _BRN Analog Watch  - For Men, Boys",dsigner 688rgm brn analog watch   for men boys,dsigner 688rgm brn analog watch for men boy,[],['boy'],men boy brn analog dsigner ,139,21,watches
168,168,Salt N Pepper 13-019 Femme Taupe Boots Boots,salt n pepper 13019 femme taupe boots boots,salt n pepper 13019 femme taupe boot boot,[],[],boot boot taupe boot femme taupe ,21,6,footwear
169,169,"Franck Bella FB127A Analog Watch  - For Boys, Men",franck bella fb127a analog watch   for boys men,franck bella fb127a analog watch for boy men,[],['boy'],boy men analog watch franck bella ,139,21,watches
170,170,Get Glamr Stylish Boots,get glamr stylish boots,get glamr stylish boot,[],[],boot glamr stylish stylish boot ,21,6,footwear
171,171,"Felix 3541 W-S METAL Analog Watch  - For Boys, Girls",felix 3541 ws metal analog watch   for boys girls,felix 3541 w metal analog watch for boy girl,[],"['girl', 'boy']",metal analog boy girl felix ,161,21,watches
172,172,"Skmei DG0939-Red Sports Digital Watch  - For Men, Boys",skmei dg0939red sports digital watch   for men boys,skmei dg0939red sport digital watch for men boy,[],['boy'],men boy sport digital skmei ,144,21,watches
173,173,Do Bhai Boots,do bhai boots,do bhai boot,[],[],bhai boot bhai boot ,21,6,footwear
174,174,"Vizion 8502-4BLUE Sports Series Digital Watch  - For Boys, Girls",vizion 85024blue sports series digital watch   for boys girls,vizion 85024blue sport series digital watch for boy girl,[],"['girl', 'boy']",boy girl sport series vizion ,-1,-1,unknown
175,175,Sam Stefy Boots,sam stefy boots,sam stefy boot,[],[],sam stefy boot sam stefy ,21,6,footwear
176,176,TEN TEN Women's Tan Mid Length Boots Boots,ten ten womens tan mid length boots boots,ten ten woman tan mid length boot boot,['tan'],['woman'],mid length tan mid woman tan ,45,32,clothing
177,177,Get Glamr Dazzle Boots,get glamr dazzle boots,get glamr dazzle boot,[],[],boot glamr dazzle dazzle boot ,21,6,footwear
178,178,"Jack Klein Goldjack Analog Watch  - For Boys, Men",jack klein goldjack analog watch   for boys men,jack klein goldjack analog watch for boy men,[],['boy'],klein goldjack boy men jack klein ,-1,-1,unknown
179,179,Dearfoams Boots,dearfoams boots,dearfoams boot,[],[],boot dearfoams dearfoams boot ,21,6,footwear
180,180,"fastrack 38015PL01 Analog Watch  - For Men, Boys",fastrack 38015pl01 analog watch   for men boys,fastrack 38015pl01 analog watch for men boy,[],['boy'],men boy analog watch fastrack ,139,21,watches
181,181,"A Avon PK_504 Analog Watch  - For Men, Boys",a avon pk504 analog watch   for men boys,a avon pk504 analog watch for men boy,[],['boy'],avon men boy analog watch ,139,21,watches
182,182,"Franck Bella FB0122DD Analog Watch  - For Men, Boys",franck bella fb0122dd analog watch   for men boys,franck bella fb0122dd analog watch for men boy,[],['boy'],men boy analog watch franck bella ,139,21,watches
183,183,Salt N Pepper 12-298 Taupe Boots,salt n pepper 12298 taupe boots,salt n pepper 12298 taupe boot,[],[],pepper salt taupe boot ,21,6,footwear
184,184,"Alfajr WQ18 Qibla Compass Digital Watch  - For Men, Boys, Girls",alfajr wq18 qibla compass digital watch   for men boys girls,alfajr wq18 qibla compass digital watch for men boy girl,[],"['girl', 'boy']",boy girl qibla compass alfajr ,144,21,watches
185,185,"Sale Funda SFGFU694 Analog Watch  - For Boys, Men",sale funda sfgfu694 analog watch   for boys men,sale funda sfgfu694 analog watch for boy men,[],['boy'],boy men analog watch sale funda ,139,21,watches
186,186,"Britex BT2050+BT3101 He & She Analog Watch  - For Couple, Women, Men, Boys, Girls",britex bt2050bt3101 he  she analog watch   for couple women men boys girls,britex bt2050bt3101 he she analog watch for couple woman men boy girl,[],"['girl', 'boy', 'woman']",analog watch boy girl britex ,-1,-1,unknown
187,187,TSG Kelz Boots,tsg kelz boots,tsg kelz boot,[],[],tsg kelz boot tsg kelz ,21,6,footwear
188,188,"3wish CUR-BLUE Silver Blue 8023 Analog Watch  - For Boys, Men",3wish curblue silver blue 8023 analog watch   for boys men,3wish curblue silver blue 8023 analog watch for boy men,"['silver', 'blue']",['boy'],analog watch silver blue curblue silver ,-1,-1,unknown
189,189,J.D.H. 111-222 Boots,jdh 111222 boots,jdh 111222 boot,[],[],boot jdh ,21,6,footwear
190,190,"Disney 98189 Analog Watch  - For Boys, Girls",disney 98189 analog watch   for boys girls,disney 98189 analog watch for boy girl,[],"['girl', 'boy']",boy girl analog watch disney ,161,21,watches
191,191,Get Glamr Designer Snowra Boots,get glamr designer snowra boots,get glamr designer snowra boot,[],[],designer snowra glamr designer snowra boot ,21,6,footwear
192,192,"Lenco DCOMPASS2010 Quazi Analog-Digital Watch  - For Men, Boys",lenco dcompass2010 quazi analogdigital watch   for men boys,lenco dcompass2010 quazi analogdigital watch for men boy,[],['boy'],men boy quazi analogdigital lenco ,144,21,watches
193,193,Pinza Black Christmas Boots,pinza black christmas boots,pinza black christmas boot,['black'],[],black christmas christmas boot pinza black ,21,6,footwear
194,194,Salt N Pepper 13-552 Rebacca Almond Boots,salt n pepper 13552 rebacca almond boots,salt n pepper 13552 rebacca almond boot,[],[],salt almond boot rebacca almond ,21,6,footwear
195,195,"Rockstar R_056 Chrono Analog Watch  - For Men, Boys",rockstar r056 chrono analog watch   for men boys,rockstar r056 chrono analog watch for men boy,[],['boy'],men boy chrono analog rockstar ,144,21,watches
196,196,Disney DW100405 Digital Watch  - For Boys,disney dw100405 digital watch   for boys,disney dw100405 digital watch for boy,[],['boy'],digital digital watch disney ,-1,-1,unknown
197,197,"Vizion 8502-7PURPLE Sports Series Digital Watch  - For Boys, Girls",vizion 85027purple sports series digital watch   for boys girls,vizion 85027purple sport series digital watch for boy girl,[],"['girl', 'boy']",boy girl sport series vizion ,-1,-1,unknown
198,198,"Disney LP-1008 (Yellow) Analog Watch  - For Boys, Girls",disney lp1008 yellow analog watch   for boys girls,disney lp1008 yellow analog watch for boy girl,['yellow'],"['girl', 'boy']",boy girl yellow analog disney ,161,21,watches
199,199,"Elantra S 10 Analog Watch  - For Boys, Men",elantra s 10 analog watch   for boys men,elantra s 10 analog watch for boy men,[],['boy'],elantra boy men analog watch ,139,21,watches
200,200,Willy Winkies Black Boots,willy winkies black boots,willy winkies black boot,['black'],[],winkies black black boot willy winkies ,21,6,footwear
201,201,"Marvel DW100243 Digital Watch  - For Boys, Girls",marvel dw100243 digital watch   for boys girls,marvel dw100243 digital watch for boy girl,[],"['girl', 'boy']",boy girl digital watch marvel ,161,21,watches
202,202,DJH Boots,djh boots,djh boot,[],[],boot djh djh boot ,21,6,footwear
203,203,"Franck Bella FB123D Analog Watch  - For Men, Boys",franck bella fb123d analog watch   for men boys,franck bella fb123d analog watch for men boy,[],['boy'],men boy analog watch franck bella ,139,21,watches
204,204,"Skmei DG1010-Black-Gold Sports Digital Watch  - For Men, Boys, Women, Girls",skmei dg1010blackgold sports digital watch   for men boys women girls,skmei dg1010blackgold sport digital watch for men boy woman girl,[],"['girl', 'boy', 'woman']",woman girl sport digital skmei ,-1,-1,unknown
205,205,Pinza Blue Cowboy Boots,pinza blue cowboy boots,pinza blue cowboy boot,['blue'],[],blue cowboy cowboy boot pinza blue ,21,6,footwear
206,206,"Eleganzza Denim Denim Analog Watch  - For Men, Women, Boys, Girls, Couple",eleganzza denim denim analog watch   for men women boys girls couple,eleganzza denim denim analog watch for men woman boy girl couple,[],"['girl', 'boy', 'woman']",analog watch eleganzza denim girl couple ,71,21,watches
207,207,CatBird Boots,catbird boots,catbird boot,[],[],boot catbird catbird boot ,21,6,footwear
208,208,Bruno Manetti 664 Boots,bruno manetti 664 boots,bruno manetti 664 boot,[],[],bruno boot bruno manetti ,-1,-1,unknown
209,209,"Lenco Bdblue Tango Analog Watch  - For Men, Boys",lenco bdblue tango analog watch   for men boys,lenco bdblue tango analog watch for men boy,[],['boy'],bdblue tango men boy lenco bdblue ,-1,-1,unknown
210,210,Get Glamr Designer Kuyal Boots,get glamr designer kuyal boots,get glamr designer kuyal boot,[],[],designer kuyal glamr designer kuyal boot ,21,6,footwear
211,211,"Zoop C4040PP03 Digital Watch  - For Boys, Girls",zoop c4040pp03 digital watch   for boys girls,zoop c4040pp03 digital watch for boy girl,[],"['girl', 'boy']",boy girl digital watch zoop ,161,21,watches
212,212,"Shoppingekart DS0222 Rewin Pack of 3 Digital Watch  - For Boys, Girls, Couple, Men",shoppingekart ds0222 rewin pack of 3 digital watch   for boys girls couple men,shoppingekart ds0222 rewin pack of 3 digital watch for boy girl couple men,[],"['girl', 'boy']",digital watch rewin pack shoppingekart ,199,-1,unknown
213,213,Stylistry Maxis Sa3228-25relong1712 Boots,stylistry maxis sa322825relong1712 boots,stylistry maxi sa322825relong1712 boot,[],[],stylistry boot stylistry maxi ,21,6,footwear
214,214,Salt N Pepper 14-475 Dorthea Almond Boots Boots,salt n pepper 14475 dorthea almond boots boots,salt n pepper 14475 dorthea almond boot boot,[],[],boot boot almond boot dorthea almond ,21,6,footwear
215,215,"D'Signer 681GM_WHT Analog Watch  - For Men, Boys",dsigner 681gmwht analog watch   for men boys,dsigner 681gmwht analog watch for men boy,[],['boy'],men boy analog watch dsigner ,139,21,watches
216,216,"SwissFire 205SM005 Analog Watch  - For Boys, Men",swissfire 205sm005 analog watch   for boys men,swissfire 205sm005 analog watch for boy men,[],['boy'],boy men analog watch swissfire ,139,21,watches
217,217,"A Avon PK_741 Analog Watch  - For Men, Boys",a avon pk741 analog watch   for men boys,a avon pk741 analog watch for men boy,[],['boy'],avon men boy analog watch ,139,21,watches
218,218,Carl 3346-1-Cheetablue Boots,carl 33461cheetablue boots,carl 33461cheetablue boot,[],[],boot carl ,21,6,footwear
219,219,Logues LGSWATCH61003PP DIGI YELLOW Sports Analog-Digital Watch  - For Boys,logues lgswatch61003pp digi yellow sports analogdigital watch   for boys,logues lgswatch61003pp digi yellow sport analogdigital watch for boy,['yellow'],['boy'],yellow sport digi yellow logues ,-1,-1,unknown
220,220,Swag 670014 Analog Watch  - For Boys,swag 670014 analog watch   for boys,swag 670014 analog watch for boy,[],['boy'],analog analog watch swag ,24,4,watch
221,221,"Zoop C3030PP05 Analog Watch  - For Boys, Girls",zoop c3030pp05 analog watch   for boys girls,zoop c3030pp05 analog watch for boy girl,[],"['girl', 'boy']",boy girl analog watch zoop ,161,21,watches
222,222,20Dresses Brown Shiver Me Timbers Boots,20dresses brown shiver me timbers boots,20dresses brown shiver me timber boot,['brown'],[],brown timber boot brown shiver ,21,6,footwear
223,223,"ezyPRNT ""RH"" Golf Ball -   Size: 4.26 cm,  Diameter: 4.26 cm",ezyprnt rh golf ball    size 426 cm  diameter 426 cm,ezyprnt rh golf ball size 426 cm diameter 426 cm,[],[],ezyprnt golf ball ball size ,287,23,athletics
224,224,"ezyPRNT ""BC"" Golf Ball -   Size: 4,  Diameter: 4.26 cm",ezyprnt bc golf ball    size 4  diameter 426 cm,ezyprnt bc golf ball size 4 diameter 426 cm,[],[],golf ball ball size diameter ,287,23,athletics
225,225,"ezyPRNT ""OL"" Golf Ball -   Size: 4.26 cm,  Diameter: 4.26 cm",ezyprnt ol golf ball    size 426 cm  diameter 426 cm,ezyprnt ol golf ball size 426 cm diameter 426 cm,[],[],ezyprnt golf ball ball size ,287,23,athletics
226,226,"ezyPRNT ""CV"" Golf Ball -   Size: 4,  Diameter: 4.26 cm",ezyprnt cv golf ball    size 4  diameter 426 cm,ezyprnt cv golf ball size 4 diameter 426 cm,[],[],golf ball ball size diameter ,287,23,athletics
227,227,Traditions Printed Protective Men's Gloves,traditions printed protective mens gloves,tradition printed protective men glove,[],[],printed protective men glove tradition printed ,30,7,clothing
228,228,First Choice Cotton Embroidered Diwan Set,first choice cotton embroidered diwan set,first choice cotton embroidered diwan set,[],[],cotton embroidered choice cotton diwan set ,43,-1,unknown
229,229,Eccellente Solid Hip Hop Cap,eccellente solid hip hop cap,eccellente solid hip hop cap,[],[],solid hip hop cap eccellente solid ,251,23,athletics
230,230,Nechams Resin Magnetic Magnetic Melamine Small Whiteboards,nechams resin magnetic magnetic melamine small whiteboards,nechams resin magnetic magnetic melamine small whiteboards,[],[],melamine small small whiteboards nechams resin ,132,3,home goods
231,231,JASPO Thunder Intact Superior Senior Skates Combo (skates+helmet+knee+elbow+bag)suitable for age upto 6 to 14 years Skating Kit,jaspo thunder intact superior senior skates combo skateshelmetkneeelbowbagsuitable for age upto 6 to 14 years skating kit,jaspo thunder intact superior senior skate combo skateshelmetkneeelbowbagsuitable for age upto 6 to 14 year skating kit,[],[],year skating age upto jaspo thunder ,286,6,footwear
232,232,Masaba for Magic fairy Girl's Layered Pink Dress,masaba for magic fairy girls layered pink dress,masaba for magic fairy girl layered pink dress,['pink'],['girl'],fairy girl magic fairy pink dress ,63,33,womens clothing
233,233,Momin Libas AK2414 Kashibo Solid Abaya No,momin libas ak2414 kashibo solid abaya no,momin libas ak2414 kashibo solid abaya no,[],[],solid abaya kashibo solid momin libas ,-1,-1,unknown
234,234,ACM Pouch for Swipe Elite Plus,acm pouch for swipe elite plus,acm pouch for swipe elite plus,[],[],acm swipe elite acm pouch ,182,20,bags
235,235,A R ENTERPRISES musical wlking cow,a r enterprises musical wlking cow,a r enterprise musical wlking cow,[],[],musical wlking enterprise musical wlking cow ,-1,-1,unknown
236,236,SANTOSH ROYAL FASHION Cotton Embroidered Diwan Set,santosh royal fashion cotton embroidered diwan set,santosh royal fashion cotton embroidered diwan set,[],[],royal fashion diwan set santosh royal ,-1,-1,unknown
237,237,ShoeBuzz Casuals,shoebuzz casuals,shoebuzz casuals,[],[],casuals shoebuzz shoebuzz casuals ,-1,-1,unknown
238,238,Zed Loafers,zed loafers,zed loafer,[],[],loafer zed zed loafer ,5,36,footwear
